title,price,link,store,category,query,brand_or_model,model,suffix
"موبايل سامسونج جالكسي S23 FE 5G ثنائي الشريحة يعمل بنظام أندرويد، ذاكرة وصول عشوائي 8 جيجابايت، ذاكرة قراءة فقط 256 جيجابايت - رمادي - ضمان لمدة عام/إصدار محلي",30999,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%A7%D9%84%D8%B4%D8%B1%D9%8A%D8%AD%D8%A9-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CJXPW2GD/ref=sr_1_13,Amazon,mobiles,oneplus,سامسونج,S23,
جوال ريلمي C67 ثنائي شرائح الاتصال بذاكرة روم 256GB - RAM 8GB (جي اس ام فقط | بدون سي دي ايه) هاتف ذكي 4G LTE مفتوح من المصنع (صني اويسيس) اصدار عالمي,9590,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9/dp/B0CQRCWH7P/ref=sr_1_15,Amazon,mobiles,oneplus,ريلمي,C67,
موبايل سامسونج جالاكسي Z فولد 5 قابل للطي ذكي يعمل بنظام اندرويد ذاكرة رام 12 جيجابايت - تخزين 512 بلون كريمي نسخة الإمارات العربية شريحتين,69950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CC9X8B6K/ref=sr_1_16,Amazon,mobiles,oneplus,Apple,5,
"ريلمي 14T 5G، ذاكرة رام 8 جيجا، 256جيجا، ارجواني فاتح",13500,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%8C-256%D8%AC%D9%8A%D8%AC%D8%A7%D8%8C-%D8%A7%D8%B1%D8%AC%D9%88%D8%A7%D9%86%D9%8A/dp/B0F99WTGSZ/ref=sr_1_5,Amazon,mobiles,realme,ريلمي,14T,
"موبايل ريلمي نوت 60x بشريحتي اتصال بسعة التخزين 128 جيجابايت وذاكرة رام 4 جيجابايت، شبكة الجيل الرابع الجيل 4G",5160,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A-%D8%A7%D9%84%D8%AA%D8%AE%D8%B2%D9%8A%D9%86-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0F4PR2RD4/ref=sr_1_8,Amazon,mobiles,realme,ريلمي,60X,
موبايل ريلمي نوت 50 شبكة الجيل الرابع 4G بذاكرة رام 4 جيجابايت والسعة التخزينية 128 جيجابايت - لون أزرق سماوي,5398.98,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A7%D9%84%D8%AA%D8%AE%D8%B2%D9%8A%D9%86%D9%8A%D8%A9/dp/B0CW218GHZ/ref=sr_1_10,Amazon,mobiles,realme,ريلمي,50,
"موبايل ريلمي C65 بشريحتين اتصال ، ذاكرة رام 8 جيجابايت - 256 ستارلايت بيربل",7475,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0DB2NPL5J/ref=sr_1_11,Amazon,mobiles,realme,ريلمي,C65,
ريلمي هاتف ذكي C65 ثنائي شرائح الاتصال بذاكرة روم 128GB وذاكرة RAM 6GB (جي اس ام فقط | بدون سي دي ام ايه) هاتف ذكي 4G/LTE غير مغلق من المصنع (اسود ستارلايت) - اصدار عالمي,6799,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%B3%D8%AA%D8%A7%D8%B1%D9%84%D8%A7%D9%8A%D8%AA/dp/B0CZTSNZ1G/ref=sr_1_13,Amazon,mobiles,realme,ريلمي,C65,
جوال ريلمي نوت 50 ثنائي شرائح الاتصال بذاكرة روم 64GB - RAM 3GB جي اس ام فقط | بدون سي دي ايه هاتف ذكي 4G LTE مفتوح من المصنع ازرق سماوي - اصدار عالمي,4690,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9/dp/B0D1GWYH9X/ref=sr_1_18,Amazon,mobiles,realme,ريلمي,50,
"ريلمي 14 5G، 12 جيجابايت رام، 256 جيجابايت، ستورم تيتانيوم",18200,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%B3%D8%AA%D9%88%D8%B1%D9%85-%D8%AA%D9%8A%D8%AA%D8%A7%D9%86%D9%8A%D9%88%D9%85/dp/B0F99RCKNB/ref=sr_1_19,Amazon,mobiles,realme,ريلمي,14,
"موبايل ريلمي C61 4G، ذاكرة رام 4 جيجابايت، تخزين 128 جيجابايت - أخضر داكن",5690,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A-C61-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0DC78765L/ref=sr_1_20,Amazon,mobiles,realme,ريلمي,C61,
"موبايل نوت 50 ثنائي شريحة الاتصال روم 64 جيجابايت وRAM 3 جيجابايت (جي اس ام فقط | بدون CDMA) مفتوح من المصنع 4G/ LTE (اسود قاتم)، اصدار عالمي",4690,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A7%D9%84%D9%85%D8%B5%D9%86%D8%B9/dp/B0D1GKRX6Y/ref=sr_1_21,Amazon,mobiles,realme,Unknown,50,
"ريلمي 14T 5G، ذاكرة رام 8 جيجابايت، 256 جيجابايت، اسود اوبسيديان",14250,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%A7%D8%B3%D9%88%D8%AF-%D8%A7%D9%88%D8%A8%D8%B3%D9%8A%D8%AF%D9%8A%D8%A7%D9%86/dp/B0F99X6VHQ/ref=sr_1_22,Amazon,mobiles,realme,ريلمي,14T,
"موبايل ريلمي شبكة الجيل الرابع C61 4G، ذاكرة رام 6 جيجابايت، سعة تخزينية 128 جيجابايت- أخضر غامق",6115.78,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-C61-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%AA%D8%AE%D8%B2%D9%8A%D9%86%D9%8A%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0D856WYB7/ref=sr_1_23,Amazon,mobiles,realme,ريلمي,C61,
موبايل ريلمي نوت 50 ذاكرة رام 4 جيجابايت السعة التخزينية 128 أسود غامق بشريحتين,5665.78,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-50-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A7%D9%84%D8%AA%D8%AE%D8%B2%D9%8A%D9%86%D9%8A%D8%A9-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0D1VMW5JD/ref=sr_1_24,Amazon,mobiles,realme,ريلمي,50,
جوال ريلمي C67 ثنائي شرائح الاتصال بذاكرة روم 256GB - RAM 8GB (جي اس ام فقط | بدون سي دي ايه) هاتف ذكي 4G LTE مفتوح من المصنع (صني اويسيس) اصدار عالمي,9590,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9/dp/B0CQRCWH7P/ref=sr_1_25,Amazon,mobiles,realme,ريلمي,C67,
موبايل ريلمي C65 شبكة الجيل الرابع 4G بذاكرة 6 جيجابايت - رام 128 – ذهبي,6790,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0D6HXKJR3/ref=sr_1_26,Amazon,mobiles,realme,ريلمي,C65,
موبايل ريلمي نوت 50 بشريحتين اتصال وذاكرة ROM سعة 128 جيجا رام 4 بتقنية GSM فقط بدون سي دي ام ايه وشبكة الجيل الرابع 4G LTE مفتوحة من المصنع إصدار عالمي لون أسود ميدنايت,5550,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D9%85%D9%8A%D8%AF%D9%86%D8%A7%D9%8A%D8%AA/dp/B0CV4KL9HC/ref=sr_1_27,Amazon,mobiles,realme,ريلمي,50,
"موبايل ريلمي C67 بلون صني أويسيز، 8-256",9590,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%A8%D9%84%D9%88%D9%86-%D8%A3%D9%88%D9%8A%D8%B3%D9%8A%D8%B2%D8%8C-8-256/dp/B0CVXTLC6F/ref=sr_1_28,Amazon,mobiles,realme,ريلمي,C67,
ريلمي جوال C75 ثنائي شرائح الاتصال بذاكرة روم 128GB وذاكرة RAM 8GB (جي اس ام فقط | بدون سي دي ام ايه) هاتف ذكي 4G/LTE مفتوح من المصنع (ذهبي) - اصدار عالمي,8350,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-C75-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9/dp/B0DRVRSNZ6/ref=sr_1_30,Amazon,mobiles,realme,ريلمي,C75,
"موبايل ريلمي C75 شبكة الجيل الرابع 4G بذاكرة 8+256 جيجابايت، أسود",9475,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0DRYTNDYW/ref=sr_1_33,Amazon,mobiles,realme,ريلمي,C75,
"موبايل ريملي C21Y بشريحتين اتصال بسعة 64 جيجا وذاكرة رام 4 جيجابايت وشبكة الجيل الرابع 4G ال تي اي (لون اسود، مقاس 6.5 بوصة)",4900,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-C21Y-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B09FGZDDF1/ref=sr_1_34,Amazon,mobiles,realme,Unknown,C21Y,
"موبايل ريلمي C67 شبكة الجيل الرابع 4G، بذاكرة رام 8 جيجابايت، وسعة تخزينية 256 جيجابايت - أسود (بلاك روك)",9499,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%AA%D8%AE%D8%B2%D9%8A%D9%86%D9%8A%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CVXXTMB3/ref=sr_1_36,Amazon,mobiles,realme,ريلمي,C67,
"جوال سامسونج جالكسي ايه 16 ال تي اي، ثنائي شرائح الاتصال، ذاكرة رام 6 جيجا، تخزين 128 جيجا، اسود (ضمان محلي لمدة عام)",7839.99,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D9%83%D8%B3%D9%8A-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%8C/dp/B0DMFBQL5M/ref=sr_1_37,Amazon,mobiles,realme,سامسونج,A16,
"موبايل سامسونج جالاكسي M55 شبكة الجيل الخامس 5G يعمل بنظام أندرويد بشريحتي اتصال وذاكرة رام 8 جيجابايت وسعة تخزينية 128 جيجابايت، لون أخضر فاتح، ضمان لمدة عام/إصدار محلي",13999,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0DNMMMJ1V/ref=sr_1_40,Amazon,mobiles,realme,سامسونج,M55,
"موبايل شاومي ريدمي نوت 13 8GB بشريحتين اتصال، ذاكرة رام 8 جيجا + ذاكرة تخزين داخلية 256 جيجا (6.67 بوصة) (شبكة الجيل الرابع 4G) - (ميدنايت بلاك)",8990,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B4%D8%A7%D9%88%D9%85%D9%8A-13-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%8C/dp/B0CWRLJYGJ/ref=sr_1_42,Amazon,mobiles,realme,شاومي,13,نوت
موبايل اوبو رينو 11 ذاكرة 12 جيجابايت و256 شبكة الجيل الخامس 5G لون روك جراي - إصدار الإمارات العربية المتحدة رمادي بشريحتين,18750,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%88%D8%A8%D9%88-11-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3/dp/B0CRHPG672/ref=sr_1_43,Amazon,mobiles,realme,اوبو,11,
موبايل جوجل بيكسل 7 شريحة واحدة شبكة الجيل الخامس 5G ذاكرة رام 8 جيجابايت 256 لون اوبسيديان اصدار امريكا أسود,25950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%AC%D9%88%D8%AC%D9%84-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A7%D9%88%D8%A8%D8%B3%D9%8A%D8%AF%D9%8A%D8%A7%D9%86/dp/B0BCQS263K/ref=sr_1_6,Amazon,mobiles,google pixel,جوجل,7,
"موبايل جوجل بيكسل 6 برو بذاكرة داخلية 128 جيجابايت، ذاكرة رام 12 جيجابايت، شبكة الجيل الخامس 5G- لون أسود متدرج (ستورمي)",27000,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%AC%D9%88%D8%AC%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B09HTTTLJ2/ref=sr_1_10,Amazon,mobiles,google pixel,جوجل,6,برو
"موبايل سامسونج جالاكسي S23 اف اي شبكة الجيل الخامس 5G بشريحتي اتصال، يعمل بنظام أندرويد، مع ذاكرة رام 8 جيجابايت و ذاكرة ROM بسعة 256 جيجابايت - لون أخضر مينت",28888,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CJXPXVGZ/ref=sr_1_20,Amazon,mobiles,google pixel,سامسونج,S23,
"موبايل ون بلس 12R رمادي حديدي، ذاكرة رام 16 جيجابايت، تخزين 256 بشريحتين",31950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D9%86-%D8%A8%D9%84%D8%B3-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0CQYNM3ZF/ref=sr_1_21,Amazon,mobiles,google pixel,ون بلس,12R,
"موبايل ون بلس 12 شبكة الجيل الخامس 5G ثنائي شرائح الاتصال بذاكرة رام 16 جيجابايت وذاكرة تخزين 512 جيجابايت، لون زمردي فلوي - النسخة العالمية",39350,https://www.amazon.eg/%D9%88%D9%86-%D8%A8%D9%84%D8%B3-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0CQPP6JTH/ref=sr_1_23,Amazon,mobiles,google pixel,ون بلس,12,
موبايل سامسونج جالاكسي S23 الترا بذاكرة رام 12 جيجا ذكي يعمل بنظام اندرويد بشريحتين اتصال لون أسود فانتوم,47950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0BSLBMCB2/ref=sr_1_24,Amazon,mobiles,google pixel,سامسونج,S23,
"موبايل ذكي اورا TA-1631 DS 4 جيجابايت/128 جيجابايت NENA2 شريحتين اتصال، مقاس 6.56 بوصة، أخضر من اتش ام دي، نينا 2",4910.4,https://www.amazon.eg/TA-1631-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A7%D8%AA%D8%B4-%D8%A7%D9%85/dp/B0D7ZSL3GG/ref=sr_1_6,Amazon,mobiles,nokia,Unknown,1631,
"موبايل سامسونج جالاكسي ايه 55 الجيل الخامس 5G، ثنائي شرائح الاتصال، ذاكرة رام 8 جيجا، تخزين 128 جيجا، كحلي رائع - ضمان لمدة عام / اصدار محلي",19999,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%8C/dp/B0CX95PRMC/ref=sr_1_10,Amazon,mobiles,nokia,سامسونج,A55,
"موبايل ون بلس 12R رمادي حديدي، ذاكرة رام 16 جيجابايت، تخزين 256 بشريحتين",31950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D9%86-%D8%A8%D9%84%D8%B3-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0CQYNM3ZF/ref=sr_1_1,Amazon,mobiles,sony,ون بلس,12R,
"سوني مسجل صوت رقمي مع يو اس بي مدمج - اسود، ICD-PX470",4999,https://www.amazon.eg/%D8%B3%D9%88%D9%86%D9%8A-%D9%85%D8%B3%D8%AC%D9%84-%D8%B5%D9%88%D8%AA-%D8%B1%D9%82%D9%85%D9%8A-%D9%85%D8%AF%D9%85%D8%AC/dp/B01MZIXLB0/ref=sr_1_16,Amazon,mobiles,sony,سوني,,
"سوني اكسبلود (CDX-A110U) مشغل صوت ستيريو سي دي/ USB/ ايه يو اكس/ راديو للسيارة، اندرويد/ تحكم بمضخم الصوت، 2724597450090",3500,https://www.amazon.eg/%D8%B3%D9%88%D9%86%D9%8A-%D8%A7%D9%83%D8%B3%D8%A8%D9%84%D9%88%D8%AF-CDX-A110U-%D9%84%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9%D8%8C-2724597450090/dp/B0994WFH83/ref=sr_1_24,Amazon,mobiles,sony,سوني,A110U,
"موبايل سامسونج جالاكسي ايه 55 الجيل الخامس 5G، ثنائي شرائح الاتصال، ذاكرة رام 8 جيجا، تخزين 128 جيجا، كحلي رائع - ضمان لمدة عام / اصدار محلي",19999,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%8C/dp/B0CX95PRMC/ref=sr_1_1,Amazon,mobiles,lg,سامسونج,A55,
"تلفزيون ليد ذكي 55 بوصة بدقة 4K UHD مع ريسيفر مدمج من ال جي، أسود",20199,https://www.amazon.eg/%D8%AA%D9%84%D9%81%D8%B2%D9%8A%D9%88%D9%86-%D8%A8%D9%88%D8%B5%D8%A9-%D8%A8%D8%AF%D9%82%D8%A9-%D8%B1%D9%8A%D8%B3%D9%8A%D9%81%D8%B1-%D8%A7%D9%84/dp/B0DVZM4SNN/ref=sr_1_1,Amazon,mobiles,lg,ال جي,55,
تلفزيون ذكي ال جي ال اي دي 43 بوصة سلسلة LM6370 FHD HDR سمارت LED - 43LM6370PVA,13798,https://www.amazon.eg/%D8%AA%D9%84%D9%81%D8%B2%D9%8A%D9%88%D9%86-%D8%A7%D9%84-%D8%AC%D9%8A-%D8%B3%D9%84%D8%B3%D9%84%D8%A9-LM6370/dp/B09BDFDFFS/ref=sr_1_2,Amazon,mobiles,lg,ال جي,43,
"تلفزيون UHD UT80 ذكي بدقة 4K بتقنية الذكاء الاصطناعي وتقنية المدى الديناميكي العالي HDR 10 من ال جي، 55 بوصة، webOS24-55UT80006LB (2024)، أسود",21390,https://www.amazon.eg/%D8%AA%D9%84%D9%81%D8%B2%D9%8A%D9%88%D9%86-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D8%A7%D9%84%D8%AF%D9%8A%D9%86%D8%A7%D9%85%D9%8A%D9%83%D9%8A-%D8%A7%D9%84-webOS24-55UT80006LB/dp/B0DJRDKYVT/ref=sr_1_3,Amazon,mobiles,lg,ال جي,4K,
"تلفزيون UHD UT80 ذكي بدقة 4K بتقنية الذكاء الاصطناعي وتقنية المدى الديناميكي العالي HDR 10 مقاس 75 بوصة، webOS24-75UT80006LB (2024) من ال جي",32999,https://www.amazon.eg/%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D8%A7%D9%84%D8%AF%D9%8A%D9%86%D8%A7%D9%85%D9%8A%D9%83%D9%8A-webOS24-75UT80006LB-%D8%A7%D9%84-%D8%AC%D9%8A/dp/B0DJRDF5SC/ref=sr_1_4,Amazon,mobiles,lg,ال جي,4K,
اكس بووم 360 او 3 من ال جي بلوتوث,13799,https://www.amazon.eg/%D8%A7%D9%83%D8%B3-%D8%A8%D9%88%D9%88%D9%85-%D8%A7%D9%84-%D8%AC%D9%8A-%D8%A8%D9%84%D9%88%D8%AA%D9%88%D8%AB/dp/B0BRY5473G/ref=sr_1_5,Amazon,mobiles,lg,ال جي,360,
